Date,AAPL.Open,AAPL.High,Max,Min
1/29/2016,MDW,Chicago Midway,38,4
2/1/2016,MDW,Chicago Midway,36,14
2/3/2016,MDW,Chicago Midway,40,12
2/5/2016,MDW,Chicago Midway,41,11
2/7/2016,MDW,Chicago Midway,33,7
2/9/2016,MDW,Chicago Midway,49,10
2/11/2016,MDW,Chicago Midway,39,14
2/13/2016,MDW,Chicago Midway,48,17
2/15/2016,MDW,Chicago Midway,34,11
2/17/2016,MDW,Chicago Midway,33,10
2/19/2016,MDW,Chicago Midway,25,2
2/21/2016,MDW,Chicago Midway,40,12
2/23/2016,MDW,Chicago Midway,33,12
2/25/2016,MDW,Chicago Midway,41,19
2/27/2016,MDW,Chicago Midway,31,13
2/29/2016,MDW,Chicago Midway,41,19
1/1/2016,IAD,Washington Dulles International,35,1
1/3/2016,IAD,Washington Dulles International,41,11
1/5/2016,IAD,Washington Dulles International,29,14
1/7/2016,IAD,Washington Dulles International,26,14
1/9/2016,IAD,Washington Dulles International,28,13
1/11/2016,IAD,Washington Dulles International,43,15
1/13/2016,IAD,Washington Dulles International,33,13
1/15/2016,IAD,Washington Dulles International,25,18
1/17/2016,IAD,Washington Dulles International,31,15
1/19/2016,IAD,Washington Dulles International,44,13
1/21/2016,IAD,Washington Dulles International,31,5
1/23/2016,IAD,Washington Dulles International,41,10
1/25/2016,IAD,Washington Dulles International,31,1
1/27/2016,IAD,Washington Dulles International,37,11
1/29/2016,IAD,Washington Dulles International,31,12
2/1/2016,IAD,Washington Dulles International,44,13
2/3/2016,IAD,Washington Dulles International,42,8
2/5/2016,IAD,Washington Dulles International,50,12
2/7/2016,IAD,Washington Dulles International,45,5
2/9/2016,IAD,Washington Dulles International,25,10
2/11/2016,IAD,Washington Dulles International,33,10
2/13/2016,IAD,Washington Dulles International,49,11
2/15/2016,IAD,Washington Dulles International,42,5
2/17/2016,IAD,Washington Dulles International,34,11
2/19/2016,IAD,Washington Dulles International,42,11
2/21/2016,IAD,Washington Dulles International,35,14
2/23/2016,IAD,Washington Dulles International,37,11
2/25/2016,IAD,Washington Dulles International,23,10
2/27/2016,IAD,Washington Dulles International,39,2
2/29/2016,IAD,Washington Dulles International,29,16
1/1/2016,SAN,San Diego International-Lindbergh ,40,4
1/3/2016,SAN,San Diego International-Lindbergh ,21,17
1/5/2016,SAN,San Diego International-Lindbergh ,26,9
1/7/2016,SAN,San Diego International-Lindbergh ,35,12
1/9/2016,SAN,San Diego International-Lindbergh ,27,10
1/11/2016,SAN,San Diego International-Lindbergh ,40,17
1/13/2016,SAN,San Diego International-Lindbergh ,32,5
1/15/2016,SAN,San Diego International-Lindbergh ,45,10
1/17/2016,SAN,San Diego International-Lindbergh ,40,10
1/19/2016,SAN,San Diego International-Lindbergh ,37,11
1/21/2016,SAN,San Diego International-Lindbergh ,30,10
1/23/2016,SAN,San Diego International-Lindbergh ,20,14
1/25/2016,SAN,San Diego International-Lindbergh ,43,6
1/27/2016,SAN,San Diego International-Lindbergh ,35,10
1/29/2016,SAN,San Diego International-Lindbergh ,42,10
2/1/2016,SAN,San Diego International-Lindbergh ,45,12
2/3/2016,SAN,San Diego International-Lindbergh ,45,5
2/5/2016,SAN,San Diego International-Lindbergh ,41,20
2/7/2016,SAN,San Diego International-Lindbergh ,26,13
2/9/2016,SAN,San Diego International-Lindbergh ,45,11
2/11/2016,SAN,San Diego International-Lindbergh ,31,17
2/13/2016,SAN,San Diego International-Lindbergh ,30,10
2/15/2016,SAN,San Diego International-Lindbergh ,44,8
2/17/2016,SAN,San Diego International-Lindbergh ,39,13
2/19/2016,SAN,San Diego International-Lindbergh ,33,8
2/21/2016,SAN,San Diego International-Lindbergh ,39,18
2/23/2016,SAN,San Diego International-Lindbergh ,32,5
2/25/2016,SAN,San Diego International-Lindbergh ,47,13
2/27/2016,SAN,San Diego International-Lindbergh ,30,13
2/29/2016,SAN,San Diego International-Lindbergh ,47,17
1/1/2016,STL,Lambert-St Louis International,37,3
1/3/2016,STL,Lambert-St Louis International,35,14
1/5/2016,STL,Lambert-St Louis International,33,11
1/7/2016,STL,Lambert-St Louis International,43,18
1/9/2016,STL,Lambert-St Louis International,41,6
1/11/2016,STL,Lambert-St Louis International,50,13
1/13/2016,STL,Lambert-St Louis International,40,10
1/15/2016,STL,Lambert-St Louis International,31,19
1/17/2016,STL,Lambert-St Louis International,33,8
1/19/2016,STL,Lambert-St Louis International,33,11
1/21/2016,STL,Lambert-St Louis International,39,7
1/23/2016,STL,Lambert-St Louis International,44,13
1/25/2016,STL,Lambert-St Louis International,29,10
1/27/2016,STL,Lambert-St Louis International,39,12
1/29/2016,STL,Lambert-St Louis International,34,3
2/1/2016,STL,Lambert-St Louis International,41,11
2/3/2016,STL,Lambert-St Louis International,27,6
2/5/2016,STL,Lambert-St Louis International,36,20
2/7/2016,STL,Lambert-St Louis International,33,11
2/9/2016,STL,Lambert-St Louis International,28,18
2/11/2016,STL,Lambert-St Louis International,31,17
2/13/2016,STL,Lambert-St Louis International,50,16
2/15/2016,STL,Lambert-St Louis International,43,4
2/17/2016,STL,Lambert-St Louis International,40,17
2/19/2016,STL,Lambert-St Louis International,33,5
2/21/2016,STL,Lambert-St Louis International,39,12
2/23/2016,STL,Lambert-St Louis International,44,7
2/25/2016,STL,Lambert-St Louis International,44,15
2/27/2016,STL,Lambert-St Louis International,41,8
2/29/2016,STL,Lambert-St Louis International,43,14
1/1/2016,DTW,Detroit Metropolitan-Wayne County,39,3
1/3/2016,DTW,Detroit Metropolitan-Wayne County,47,12
1/5/2016,DTW,Detroit Metropolitan-Wayne County,34,11
1/7/2016,DTW,Detroit Metropolitan-Wayne County,50,16
1/9/2016,DTW,Detroit Metropolitan-Wayne County,34,16
1/11/2016,DTW,Detroit Metropolitan-Wayne County,25,11
1/13/2016,DTW,Detroit Metropolitan-Wayne County,43,9
1/15/2016,DTW,Detroit Metropolitan-Wayne County,46,11
1/17/2016,DTW,Detroit Metropolitan-Wayne County,29,14
1/19/2016,DTW,Detroit Metropolitan-Wayne County,49,10
1/21/2016,DTW,Detroit Metropolitan-Wayne County,42,11
1/23/2016,DTW,Detroit Metropolitan-Wayne County,44,12
1/25/2016,DTW,Detroit Metropolitan-Wayne County,43,12
1/27/2016,DTW,Detroit Metropolitan-Wayne County,50,14
1/29/2016,DTW,Detroit Metropolitan-Wayne County,31,12
2/1/2016,DTW,Detroit Metropolitan-Wayne County,22,11
2/3/2016,DTW,Detroit Metropolitan-Wayne County,31,10
2/5/2016,DTW,Detroit Metropolitan-Wayne County,35,19
2/7/2016,DTW,Detroit Metropolitan-Wayne County,30,19
2/9/2016,DTW,Detroit Metropolitan-Wayne County,45,14
2/11/2016,DTW,Detroit Metropolitan-Wayne County,35,16
2/13/2016,DTW,Detroit Metropolitan-Wayne County,45,10
2/15/2016,DTW,Detroit Metropolitan-Wayne County,35,12
2/17/2016,DTW,Detroit Metropolitan-Wayne County,32,19
2/19/2016,DTW,Detroit Metropolitan-Wayne County,36,18
2/21/2016,DTW,Detroit Metropolitan-Wayne County,50,10
2/23/2016,DTW,Detroit Metropolitan-Wayne County,35,6
2/25/2016,DTW,Detroit Metropolitan-Wayne County,28,12
2/27/2016,DTW,Detroit Metropolitan-Wayne County,34,14
2/29/2016,DTW,Detroit Metropolitan-Wayne County,39,16
1/1/2016,JFK,John F Kennedy Intl,34,16
1/3/2016,JFK,John F Kennedy Intl,42,15
1/5/2016,JFK,John F Kennedy Intl,38,3
1/7/2016,JFK,John F Kennedy Intl,28,14
1/9/2016,JFK,John F Kennedy Intl,29,5
1/11/2016,JFK,John F Kennedy Intl,33,12
1/13/2016,JFK,John F Kennedy Intl,27,12
1/15/2016,JFK,John F Kennedy Intl,36,19
1/17/2016,JFK,John F Kennedy Intl,25,17
1/19/2016,JFK,John F Kennedy Intl,32,11
1/21/2016,JFK,John F Kennedy Intl,36,4
1/23/2016,JFK,John F Kennedy Intl,35,12
1/25/2016,JFK,John F Kennedy Intl,32,19
1/27/2016,JFK,John F Kennedy Intl,36,11
1/29/2016,JFK,John F Kennedy Intl,40,7
2/1/2016,JFK,John F Kennedy Intl,39,15
2/3/2016,JFK,John F Kennedy Intl,28,4
2/5/2016,JFK,John F Kennedy Intl,44,14
2/7/2016,JFK,John F Kennedy Intl,39,14
2/9/2016,JFK,John F Kennedy Intl,43,17
2/11/2016,JFK,John F Kennedy Intl,38,7
2/13/2016,JFK,John F Kennedy Intl,43,20
2/15/2016,JFK,John F Kennedy Intl,37,19
2/17/2016,JFK,John F Kennedy Intl,27,10
2/19/2016,JFK,John F Kennedy Intl,35,11
2/21/2016,JFK,John F Kennedy Intl,42,15
2/23/2016,JFK,John F Kennedy Intl,34,4
2/25/2016,JFK,John F Kennedy Intl,35,11
2/27/2016,JFK,John F Kennedy Intl,35,14
2/29/2016,JFK,John F Kennedy Intl,32,11
1/1/2016,MIA,Miami International,31,17
1/3/2016,MIA,Miami International,29,10
1/5/2016,MIA,Miami International,35,10
1/7/2016,MIA,Miami International,45,11
1/9/2016,MIA,Miami International,33,6
1/11/2016,MIA,Miami International,36,16
1/13/2016,MIA,Miami International,34,10
1/15/2016,MIA,Miami International,43,15
1/17/2016,MIA,Miami International,30,3
1/19/2016,MIA,Miami International,30,12
1/21/2016,MIA,Miami International,30,10
1/23/2016,MIA,Miami International,45,16
1/25/2016,MIA,Miami International,40,13
1/27/2016,MIA,Miami International,41,10
1/29/2016,MIA,Miami International,32,16
2/1/2016,MIA,Miami International,44,17
2/3/2016,MIA,Miami International,30,5
2/5/2016,MIA,Miami International,49,12
2/7/2016,MIA,Miami International,30,2
2/9/2016,MIA,Miami International,29,12
2/11/2016,MIA,Miami International,28,3
2/13/2016,MIA,Miami International,48,13
2/15/2016,MIA,Miami International,31,2
2/17/2016,MIA,Miami International,37,20
2/19/2016,MIA,Miami International,40,17
2/21/2016,MIA,Miami International,33,11
2/23/2016,MIA,Miami International,31,11
2/25/2016,MIA,Miami International,43,17
2/27/2016,MIA,Miami International,35,11
2/29/2016,MIA,Miami International,37,17
1/1/2016,BOS,Gen Edw L Logan Intl,43,15
1/3/2016,BOS,Gen Edw L Logan Intl,36,15
1/5/2016,BOS,Gen Edw L Logan Intl,29,1
1/7/2016,BOS,Gen Edw L Logan Intl,33,15
1/9/2016,BOS,Gen Edw L Logan Intl,37,12
1/11/2016,BOS,Gen Edw L Logan Intl,37,17
1/13/2016,BOS,Gen Edw L Logan Intl,36,5
1/15/2016,BOS,Gen Edw L Logan Intl,37,16
1/17/2016,BOS,Gen Edw L Logan Intl,29,1
1/19/2016,BOS,Gen Edw L Logan Intl,42,11
1/21/2016,BOS,Gen Edw L Logan Intl,38,5
1/23/2016,BOS,Gen Edw L Logan Intl,41,10
1/25/2016,BOS,Gen Edw L Logan Intl,31,11
1/27/2016,BOS,Gen Edw L Logan Intl,43,19
1/29/2016,BOS,Gen Edw L Logan Intl,35,15
2/1/2016,BOS,Gen Edw L Logan Intl,39,10
2/3/2016,BOS,Gen Edw L Logan Intl,44,9
2/5/2016,BOS,Gen Edw L Logan Intl,50,15
2/7/2016,BOS,Gen Edw L Logan Intl,29,19
2/9/2016,BOS,Gen Edw L Logan Intl,34,14
2/11/2016,BOS,Gen Edw L Logan Intl,31,8
2/13/2016,BOS,Gen Edw L Logan Intl,42,14
2/15/2016,BOS,Gen Edw L Logan Intl,28,3
2/17/2016,BOS,Gen Edw L Logan Intl,34,14
2/19/2016,BOS,Gen Edw L Logan Intl,30,6
2/21/2016,BOS,Gen Edw L Logan Intl,30,16
2/23/2016,BOS,Gen Edw L Logan Intl,37,3
2/25/2016,BOS,Gen Edw L Logan Intl,30,14
2/27/2016,BOS,Gen Edw L Logan Intl,39,8
2/29/2016,BOS,Gen Edw L Logan Intl,46,18
1/1/2016,SMF,Sacramento International,42,14
1/3/2016,SMF,Sacramento International,39,11
1/5/2016,SMF,Sacramento International,32,5
1/7/2016,SMF,Sacramento International,43,12
1/9/2016,SMF,Sacramento International,34,10
1/11/2016,SMF,Sacramento International,36,20
1/13/2016,SMF,Sacramento International,39,15
1/15/2016,SMF,Sacramento International,41,12
1/17/2016,SMF,Sacramento International,44,5
1/19/2016,SMF,Sacramento International,50,19
1/21/2016,SMF,Sacramento International,27,18
1/23/2016,SMF,Sacramento International,44,10
1/25/2016,SMF,Sacramento International,32,9
1/27/2016,SMF,Sacramento International,44,19
1/29/2016,SMF,Sacramento International,44,17
2/1/2016,SMF,Sacramento International,35,11
2/3/2016,SMF,Sacramento International,27,1
2/5/2016,SMF,Sacramento International,31,19
2/7/2016,SMF,Sacramento International,33,10
2/9/2016,SMF,Sacramento International,40,15
2/11/2016,SMF,Sacramento International,31,20
2/13/2016,SMF,Sacramento International,50,20
2/15/2016,SMF,Sacramento International,29,2
2/17/2016,SMF,Sacramento International,44,14
2/19/2016,SMF,Sacramento International,44,10
2/21/2016,SMF,Sacramento International,44,16
2/23/2016,SMF,Sacramento International,39,5
2/25/2016,SMF,Sacramento International,40,16
2/27/2016,SMF,Sacramento International,36,1
2/29/2016,SMF,Sacramento International,42,17
1/1/2016,BWI,Baltimore-Washington International,43,12
1/3/2016,BWI,Baltimore-Washington International,40,16
1/5/2016,BWI,Baltimore-Washington International,35,2
1/7/2016,BWI,Baltimore-Washington International,46,11
1/9/2016,BWI,Baltimore-Washington International,25,15
1/11/2016,BWI,Baltimore-Washington International,37,20
1/13/2016,BWI,Baltimore-Washington International,45,13
1/15/2016,BWI,Baltimore-Washington International,32,15
1/17/2016,BWI,Baltimore-Washington International,36,5
1/19/2016,BWI,Baltimore-Washington International,43,14
1/21/2016,BWI,Baltimore-Washington International,29,15
1/23/2016,BWI,Baltimore-Washington International,42,10
1/25/2016,BWI,Baltimore-Washington International,44,10
1/27/2016,BWI,Baltimore-Washington International,38,13
1/29/2016,BWI,Baltimore-Washington International,44,15
2/1/2016,BWI,Baltimore-Washington International,45,14
2/3/2016,BWI,Baltimore-Washington International,37,19
2/5/2016,BWI,Baltimore-Washington International,39,12
2/7/2016,BWI,Baltimore-Washington International,40,14
2/9/2016,BWI,Baltimore-Washington International,31,19
2/11/2016,BWI,Baltimore-Washington International,36,6
2/13/2016,BWI,Baltimore-Washington International,47,10
2/15/2016,BWI,Baltimore-Washington International,34,10
2/17/2016,BWI,Baltimore-Washington International,38,11
2/19/2016,BWI,Baltimore-Washington International,37,10
2/21/2016,BWI,Baltimore-Washington International,39,12
2/23/2016,BWI,Baltimore-Washington International,44,15
2/25/2016,BWI,Baltimore-Washington International,34,11
2/27/2016,BWI,Baltimore-Washington International,40,8
2/29/2016,BWI,Baltimore-Washington International,48,19
1/1/2016,SNA,John Wayne /Orange Co,35,12
1/3/2016,SNA,John Wayne /Orange Co,46,20
1/5/2016,SNA,John Wayne /Orange Co,39,2
1/7/2016,SNA,John Wayne /Orange Co,49,17
1/9/2016,SNA,John Wayne /Orange Co,31,17
1/11/2016,SNA,John Wayne /Orange Co,46,11
1/13/2016,SNA,John Wayne /Orange Co,43,12
1/15/2016,SNA,John Wayne /Orange Co,32,15
1/17/2016,SNA,John Wayne /Orange Co,35,15
1/19/2016,SNA,John Wayne /Orange Co,39,11
1/21/2016,SNA,John Wayne /Orange Co,34,9
1/23/2016,SNA,John Wayne /Orange Co,40,20
1/25/2016,SNA,John Wayne /Orange Co,35,13
1/27/2016,SNA,John Wayne /Orange Co,48,10
1/29/2016,SNA,John Wayne /Orange Co,40,8
2/1/2016,SNA,John Wayne /Orange Co,36,20
2/3/2016,SNA,John Wayne /Orange Co,31,2
2/5/2016,SNA,John Wayne /Orange Co,49,13
2/7/2016,SNA,John Wayne /Orange Co,39,8
2/9/2016,SNA,John Wayne /Orange Co,44,16
2/11/2016,SNA,John Wayne /Orange Co,27,2
2/13/2016,SNA,John Wayne /Orange Co,44,14
2/15/2016,SNA,John Wayne /Orange Co,34,12
2/17/2016,SNA,John Wayne /Orange Co,43,14
2/19/2016,SNA,John Wayne /Orange Co,42,14
2/21/2016,SNA,John Wayne /Orange Co,44,15
2/23/2016,SNA,John Wayne /Orange Co,38,13
2/25/2016,SNA,John Wayne /Orange Co,45,11
2/27/2016,SNA,John Wayne /Orange Co,29,11
2/29/2016,SNA,John Wayne /Orange Co,37,13
1/1/2016,MSY,New Orleans International ,35,18
1/3/2016,MSY,New Orleans International ,45,15
1/5/2016,MSY,New Orleans International ,26,12
1/7/2016,MSY,New Orleans International ,36,20
1/9/2016,MSY,New Orleans International ,45,15
1/11/2016,MSY,New Orleans International ,42,20
1/13/2016,MSY,New Orleans International ,38,11
1/15/2016,MSY,New Orleans International ,38,14
1/17/2016,MSY,New Orleans International ,34,13
1/19/2016,MSY,New Orleans International ,20,14
1/21/2016,MSY,New Orleans International ,33,11
1/23/2016,MSY,New Orleans International ,37,18
1/25/2016,MSY,New Orleans International ,41,12
1/27/2016,MSY,New Orleans International ,34,14
1/29/2016,MSY,New Orleans International ,33,12
2/1/2016,MSY,New Orleans International ,45,11
2/3/2016,MSY,New Orleans International ,34,7
2/5/2016,MSY,New Orleans International ,44,19
2/7/2016,MSY,New Orleans International ,32,11
2/9/2016,MSY,New Orleans International ,37,15
2/11/2016,MSY,New Orleans International ,32,1
2/13/2016,MSY,New Orleans International ,32,12
2/15/2016,MSY,New Orleans International ,30,12
2/17/2016,MSY,New Orleans International ,44,11
2/19/2016,MSY,New Orleans International ,36,1
2/21/2016,MSY,New Orleans International ,35,15
2/23/2016,MSY,New Orleans International ,32,14
2/25/2016,MSY,New Orleans International ,40,15
2/27/2016,MSY,New Orleans International ,32,13
2/29/2016,MSY,New Orleans International ,44,15
1/1/2016,SJC,San Jose International,36,8
1/3/2016,SJC,San Jose International,29,11
1/5/2016,SJC,San Jose International,34,14
1/7/2016,SJC,San Jose International,50,20
1/9/2016,SJC,San Jose International,27,7
1/11/2016,SJC,San Jose International,39,13
1/13/2016,SJC,San Jose International,33,6
1/15/2016,SJC,San Jose International,39,12
1/17/2016,SJC,San Jose International,42,18
1/19/2016,SJC,San Jose International,44,13
1/21/2016,SJC,San Jose International,32,16
1/23/2016,SJC,San Jose International,44,15
1/25/2016,SJC,San Jose International,28,12
1/27/2016,SJC,San Jose International,48,11
1/29/2016,SJC,San Jose International,35,15
2/1/2016,SJC,San Jose International,49,11
2/3/2016,SJC,San Jose International,29,10
2/5/2016,SJC,San Jose International,38,17
2/7/2016,SJC,San Jose International,35,5
2/9/2016,SJC,San Jose International,45,14
2/11/2016,SJC,San Jose International,31,11
2/13/2016,SJC,San Jose International,43,20
2/15/2016,SJC,San Jose International,40,18
2/17/2016,SJC,San Jose International,42,18
2/19/2016,SJC,San Jose International,34,3
2/21/2016,SJC,San Jose International,43,11
2/23/2016,SJC,San Jose International,33,11
2/25/2016,SJC,San Jose International,34,16
2/27/2016,SJC,San Jose International,33,20
2/29/2016,SJC,San Jose International,44,11
1/1/2016,DCA,Ronald Reagan Washington National,30,11
1/3/2016,DCA,Ronald Reagan Washington National,49,13
1/5/2016,DCA,Ronald Reagan Washington National,31,14
1/7/2016,DCA,Ronald Reagan Washington National,41,11
1/9/2016,DCA,Ronald Reagan Washington National,34,18
1/11/2016,DCA,Ronald Reagan Washington National,45,11
1/13/2016,DCA,Ronald Reagan Washington National,32,14
1/15/2016,DCA,Ronald Reagan Washington National,50,20
1/17/2016,DCA,Ronald Reagan Washington National,31,7
1/19/2016,DCA,Ronald Reagan Washington National,42,19
1/21/2016,DCA,Ronald Reagan Washington National,38,13
1/23/2016,DCA,Ronald Reagan Washington National,45,16
1/25/2016,DCA,Ronald Reagan Washington National,26,6
1/27/2016,DCA,Ronald Reagan Washington National,40,20
1/29/2016,DCA,Ronald Reagan Washington National,30,2
2/1/2016,DCA,Ronald Reagan Washington National,44,15
2/3/2016,DCA,Ronald Reagan Washington National,31,1
2/5/2016,DCA,Ronald Reagan Washington National,32,14
2/7/2016,DCA,Ronald Reagan Washington National,29,9
2/9/2016,DCA,Ronald Reagan Washington National,34,13
2/11/2016,DCA,Ronald Reagan Washington National,35,4
2/13/2016,DCA,Ronald Reagan Washington National,31,13
2/15/2016,DCA,Ronald Reagan Washington National,43,14
2/17/2016,DCA,Ronald Reagan Washington National,45,10
2/19/2016,DCA,Ronald Reagan Washington National,33,12
2/21/2016,DCA,Ronald Reagan Washington National,45,20
2/23/2016,DCA,Ronald Reagan Washington National,34,16
2/25/2016,DCA,Ronald Reagan Washington National,49,18
2/27/2016,DCA,Ronald Reagan Washington National,35,11
2/29/2016,DCA,Ronald Reagan Washington National,38,18
1/1/2016,PDX,Portland Intl,30,8
1/3/2016,PDX,Portland Intl,45,10
1/5/2016,PDX,Portland Intl,26,1
1/7/2016,PDX,Portland Intl,29,12
1/9/2016,PDX,Portland Intl,29,12
1/11/2016,PDX,Portland Intl,33,13
1/13/2016,PDX,Portland Intl,35,3
1/15/2016,PDX,Portland Intl,37,13
1/17/2016,PDX,Portland Intl,29,11
1/19/2016,PDX,Portland Intl,33,16
1/21/2016,PDX,Portland Intl,26,11
1/23/2016,PDX,Portland Intl,27,18
1/25/2016,PDX,Portland Intl,34,15
1/27/2016,PDX,Portland Intl,42,10
1/29/2016,PDX,Portland Intl,40,10
2/1/2016,PDX,Portland Intl,42,12
2/3/2016,PDX,Portland Intl,30,13
2/5/2016,PDX,Portland Intl,38,10
2/7/2016,PDX,Portland Intl,25,12
2/9/2016,PDX,Portland Intl,28,17
2/11/2016,PDX,Portland Intl,40,10
2/13/2016,PDX,Portland Intl,37,15
2/15/2016,PDX,Portland Intl,45,8
2/17/2016,PDX,Portland Intl,36,19
2/19/2016,PDX,Portland Intl,27,5
2/21/2016,PDX,Portland Intl,30,10
2/23/2016,PDX,Portland Intl,25,6
2/25/2016,PDX,Portland Intl,35,18
2/27/2016,PDX,Portland Intl,32,5
2/29/2016,PDX,Portland Intl,39,12
1/1/2016,RSW,Southwest Florida International,34,9
1/3/2016,RSW,Southwest Florida International,41,11
1/5/2016,RSW,Southwest Florida International,26,9
1/7/2016,RSW,Southwest Florida International,49,17
1/9/2016,RSW,Southwest Florida International,42,7
1/11/2016,RSW,Southwest Florida International,29,11
